RA_ICRS,DE_ICRS,Source,e_RA_ICRS,e_DE_ICRS,Plx,e_Plx,PM,pmRA,e_pmRA,pmDE,e_pmDE,Solved,nueff,pscol,RUWE,Gmag,BPmag,RPmag,BP-RP,RV,ELAT,RAJ2000,DEJ2000,Plx_corr
122.76925173334,-12.77570964674,5727491931792074752,0.0102,0.0092,0.7686,0.0134,2.296,-2.09,0.015,-0.95,0.014,31,1.639,,0.965,13.113413,13.286472,12.819208,0.467264,,-31.94335307878,122.76926126029,-12.77570542573,0.8109339999999999
122.55854164259,-12.81455076386,5727493512340400384,0.0119,0.0089,0.7302,0.0167,1.999,-1.958,0.02,-0.403,0.013,31,1.659,,0.95,11.901287,12.032527,11.661114,0.371413,20.05,-32.03293951462,122.55855056638,-12.81454897458,0.779125
122.62491879592,-12.73943883368,5727494302614073728,0.011,0.0087,0.7394,0.0141,2.355,-2.142,0.015,-0.98,0.012,31,1.614,,1.091,13.506442,13.721246,13.152643,0.568603,38.74,-31.94391073772,122.62492855433,-12.73943447618,0.7816099999999999
122.58711472929,-12.72990071061,5727494543132257536,0.0101,0.0077,0.7772,0.0136,2.483,-2.483,0.014,-0.02,0.011,31,1.683,,0.887,12.101497,12.194572,11.92714,0.267431,25.05,-31.94399624793,122.58712604341,-12.72990062148,0.82193
122.64242768073,-12.71317481843,5727496020600975104,0.0893,0.081,0.8644,0.1236,2.166,-2.15,0.124,-0.268,0.121,31,1.374,,0.978,18.112093,18.960655,17.149462,1.811193,,-31.91418284463,122.64243747431,-12.71317362552,0.890261
122.86965913336,-12.58423728761,5727503815961526272,0.0467,0.0455,0.8139,0.0664,2.501,-2.492,0.068,-0.215,0.079,31,1.441,,1.049,16.888363,17.509094,16.139294,1.369801,,-31.7332894243,122.86967048173,-12.58423633139,0.844464
122.54719139449,-12.63395206787,5727509214739898112,0.0875,0.0713,0.6844,0.1273,2.541,-2.519,0.122,-0.336,0.101,31,1.391,,1.021,17.9855,18.794792,17.14712,1.647673,,-31.86097319492,122.54720286744,-12.63395057556,0.710749
122.59428645716,-12.53884040408,5727518869827303552,0.0503,0.0425,0.8208,0.0805,2.188,-2.173,0.076,-0.261,0.067,31,1.432,,1.009,17.054497,17.702412,16.294235,1.408176,,-31.7573486008,122.59429634994,-12.53883924605,0.850854
122.56978633155,-12.4819071428,5727520102477811072,0.0575,0.048,0.7911,0.0862,2.224,-2.217,0.084,-0.169,0.072,31,1.438,,1.041,17.34464,17.94707,16.605145,1.341925,,-31.70827457672,122.56979642452,-12.48190639269,0.820357
121.97528687749,-12.88312661397,5727523680190197376,0.0394,0.031,0.8031,0.063,2.433,-2.383,0.058,-0.489,0.043,31,1.427,,0.974,16.809248,17.456442,15.993611,1.46283,,-32.24193256426,121.97529774173,-12.88312444234,0.833813
122.03452766087,-12.68323927875,5727530861375402112,0.0207,0.0148,0.7361,0.0333,2.246,-2.225,0.033,-0.304,0.021,31,1.512,,1.008,15.412107,15.830646,14.821242,1.009403,,-32.03395585143,122.03453779872,-12.68323792906,0.778214
121.93662077002,-12.70737842543,5727531204972856960,0.0419,0.0298,0.7627,0.0658,2.5,-2.442,0.064,-0.536,0.043,31,1.466,,1.057,16.861015,17.404684,16.17909,1.225594,,-32.08108309794,121.93663189547,-12.70737604479,0.793513
122.25194579669,-12.59572090353,5727536152774941056,0.0282,0.0202,0.7879,0.0422,2.622,-2.577,0.043,-0.484,0.029,31,1.506,,1.017,16.10875,16.539858,15.493882,1.045976,,-31.89628210455,122.25195753227,-12.59571875129,0.8211010000000001
121.9958763623,-12.61844515228,5727549621792548352,0.0227,0.0166,0.7953,0.0353,2.304,-2.222,0.033,-0.61,0.023,31,1.53,,1.025,15.751667,16.133024,15.208096,0.924929,,-31.98057586288,121.99588648409,-12.61844244334,0.83782
121.93662082087,-12.55627715165,5727550996182095360,0.009,0.0065,0.6987,0.0129,1.986,-1.956,0.013,-0.347,0.009,31,1.641,,1.003,13.159049,13.323388,12.876765,0.446623,,-31.93470763227,121.93662972595,-12.55627560948,0.741084
122.03980349963,-12.47055797798,5727553298283968512,0.0447,0.0329,0.8067,0.069,2.213,-2.169,0.064,-0.435,0.045,31,1.404,,0.988,17.136715,17.885466,16.303867,1.581598,,-31.82667271307,122.03981337469,-12.47055604386,0.836589
121.91004590314,-12.45131638878,5727555737825410176,0.0331,0.0244,0.7763,0.0492,2.374,-2.317,0.048,-0.518,0.034,31,1.498,,0.98,16.49659,16.955202,15.889581,1.065621,,-31.83944541056,121.9100564477,-12.45131408712,0.808425
121.98692003404,-12.41445325456,5727556699898070144,0.0189,0.0135,0.7293,0.0276,2.347,-2.289,0.027,-0.518,0.018,31,1.548,,1.037,15.343348,15.686052,14.838098,0.847955,,-31.78513619092,121.98693045296,-12.41445095168,0.7717879999999999
122.23324695118,-12.4305960877,5727564808796683520,0.0497,0.0374,0.7205,0.0784,2.324,-2.245,0.071,-0.601,0.051,31,1.439,,1.02,17.302917,17.935638,16.554491,1.381147,,-31.74094902761,122.23325716879,-12.43059341881,0.7498790000000001
122.19545459269,-12.43911189652,5727576216229850880,0.0314,0.023,0.6904,0.046,2.228,-2.14,0.045,-0.62,0.031,31,1.489,,1.04,16.39523,16.867811,15.753492,1.114319,,-31.75839889487,122.19546433067,-12.43910914197,0.722714
122.42315583822,-12.24516718172,5727586970827753472,0.0369,0.0299,0.6913,0.0552,2.498,-2.425,0.056,-0.599,0.043,31,1.479,,1.004,16.628176,17.135248,15.970446,1.164803,,-31.51505167503,122.42316686808,-12.24516452152,0.7229140000000001
122.40187195145,-12.18356844511,5727588276497518464,0.0508,0.041,0.8246,0.076,2.31,-2.234,0.072,-0.586,0.061,31,1.438,,1.051,17.259468,17.895164,16.516853,1.378311,,-31.46061056175,122.40188211052,-12.18356583998,0.854114
123.37507299213,-12.31685077661,5727605353285599360,0.0422,0.0389,0.712,0.0573,2.342,-2.298,0.064,-0.452,0.061,31,1.475,,1.077,16.713203,17.231686,16.031204,1.200481,,-31.34887877502,123.37508344421,-12.31684876864,0.743356
123.11608560874,-12.27691734851,5727608789259155200,0.0357,0.0332,0.7109,0.0482,2.18,-2.146,0.049,-0.386,0.045,31,1.501,,0.99,16.25635,16.712337,15.653011,1.059326,,-31.37489363715,123.11609536873,-12.27691563084,0.743717
123.04527441733,-12.18598743313,5727622120837646592,0.0401,0.0376,0.6722,0.0531,2.193,-2.157,0.054,-0.395,0.056,31,1.486,,1.032,16.639854,17.124372,15.984609,1.139764,,-31.30454250809,123.04528422382,-12.18598567793,0.703867
123.1293849834,-12.17104805043,5727623804464780544,0.0218,0.0199,0.7373,0.0272,2.327,-2.258,0.027,-0.56,0.026,31,1.529,,1.081,14.960369,15.344861,14.407,0.937861,,-31.26920150598,123.12939525147,-12.17104556107,0.779439
