GaiaDR3,RA_ICRS,DE_ICRS,Plx,pmRA,pmDE,Gmag,BPmag,RPmag,Cluster,Pmemb
5726735600932012672,122.97767962042,-12.90137248485,0.7149,-2.269,-0.692,16.968445,17.262007,16.087173,NGC_2539,0.85
5726731997455533056,122.8727101006,-13.03646351711,0.746,-2.26,-0.238,15.222787,15.556847,14.72384,NGC_2539,1.0
5726738006114680448,122.78533678798,-12.90115429352,0.8776,-2.305,-0.551,17.340425,17.963882,16.59267,NGC_2539,0.98
5726738079129225856,122.77128819084,-12.89016368123,0.7443,-2.228,-0.455,14.826986,15.128539,14.362426,NGC_2539,1.0
5726738177912355456,122.8900498111,-12.92355114538,0.7654,-2.383,-0.552,15.689538,16.062473,15.150752,NGC_2539,1.0
5726741377664419968,123.08032243665,-12.84415865856,0.7358,-2.322,-0.573,14.813034,15.110635,14.351102,NGC_2539,1.0
5726742133578249728,123.06281061838,-12.84045669295,0.4246,-2.681,-0.549,18.849993,19.89153,17.899466,NGC_2539,0.15
5726742167937978880,123.07388660031,-12.82562776443,0.7496,-2.386,-0.426,13.981887,14.214789,13.601382,NGC_2539,1.0
5726742202297726976,123.05864276369,-12.83502080207,0.5477,-2.291,-0.89,18.266584,19.15221,17.374277,NGC_2539,0.27
5726742507239569408,123.04506861933,-12.80455827299,0.7131,-1.96,-0.655,19.11699,20.179518,18.1455,NGC_2539,0.27
5726743572392165760,123.17393282495,-12.77078160166,0.7859,-1.987,-0.585,19.323277,20.413631,18.270168,NGC_2539,0.24
5726743714126200576,123.08318448684,-12.8118857205,0.7698,-2.05,-0.87,14.42698,14.696369,14.000173,NGC_2539,1.0
5726744019068080640,123.0666021827,-12.78055716596,0.7464,-2.09,-0.025,17.4688,18.092,16.703331,NGC_2539,0.22
5726744332601457280,123.15989706003,-12.76438613805,0.8746,-2.177,-0.446,15.450877,15.822489,14.912925,NGC_2539,1.0
5726744744918403712,122.96153093337,-12.86211412027,0.715,-2.403,-0.576,14.742333,15.040253,14.286063,NGC_2539,1.0
5726745054156042880,122.95315072899,-12.82467504709,0.8888,-2.482,-0.911,16.129473,16.559937,15.540891,NGC_2539,0.78
5726745329030788096,123.01850112719,-12.8072982701,0.7632,-1.564,-0.897,18.64137,19.456644,17.618511,NGC_2539,0.06
5726740896627670784,123.08868993939,-12.89708255301,0.7631,-2.332,-0.655,15.979846,16.394346,15.403322,NGC_2539,1.0
5726745668333402112,122.98000468151,-12.77033407501,0.7791,-2.298,-0.681,12.235583,12.333827,12.060873,NGC_2539,1.0
5726745225954731264,122.95535489053,-12.81001694532,0.5683,-2.334,-0.59,18.42465,19.30941,17.551685,NGC_2539,0.42
5726746218091336064,122.88628699317,-12.78216124381,0.2944,-2.406,-0.736,19.681063,20.756262,18.619064,NGC_2539,0.1
5726746218091338496,122.89412683213,-12.77832722067,0.7549,-2.32,-0.678,16.13007,16.557802,15.545583,NGC_2539,1.0
5726746222387159168,122.89179732336,-12.77334474751,0.7147,-2.355,-0.555,16.953333,17.514105,16.2553,NGC_2539,1.0
5726746492969257728,122.95689830827,-12.76019556147,1.3526,-2.315,-0.546,19.531961,20.604095,18.489933,NGC_2539,0.07
5726746492969258368,122.96805513572,-12.75940730585,0.5616,-2.535,-0.43,17.915962,18.664011,17.067907,NGC_2539,0.38
5726746806499543808,122.96163082721,-12.73527059789,0.7881,-2.166,-0.594,17.96468,18.738625,17.122133,NGC_2539,0.89
5727804399253123584,121.96920731091,-11.77145168877,0.7013,-2.336,-0.72,17.260296,17.899977,16.51514,NGC_2539,0.63
5726747214521628032,123.01737166577,-12.76186755956,0.7748,-2.268,-0.426,13.604449,13.822907,13.245537,NGC_2539,1.0
5726747356258461696,123.05354935248,-12.74348052426,0.7686,-2.384,-0.53,14.799824,15.104205,14.330061,NGC_2539,1.0
5726748039157494400,123.00792630715,-12.7421748561,0.6065,-2.304,-0.387,19.485432,20.678638,18.462809,NGC_2539,0.29
5726748898150982400,123.03648956307,-12.66974258048,0.7659,-2.339,-0.557,16.284924,16.733465,15.675325,NGC_2539,1.0
5726745981870794624,122.94089881299,-12.80020157626,0.3774,-2.312,-0.599,18.37759,19.013617,17.660776,NGC_2539,0.06
5727469426163599360,122.48576093987,-12.87409104618,0.7956,-2.386,-0.402,16.878763,17.413345,16.199005,NGC_2539,1.0
5726740754892780160,123.05060837356,-12.89453663057,0.865,-2.08,-0.74,19.22203,20.4802,18.238972,NGC_2539,0.26
5726740308216323712,122.87468931095,-12.79557448365,0.5691,-2.738,-0.81,19.287333,20.521072,18.284973,NGC_2539,0.08
5726738349711075840,122.88575339788,-12.90613440776,0.6754,-2.593,-0.654,18.427555,18.842955,17.737854,NGC_2539,0.2
5726738349711082240,122.8815013718,-12.90245155763,0.7719,-2.811,-0.82,17.933771,18.711334,17.099457,NGC_2539,0.3
5726738388366836352,122.8911531391,-12.89210802612,0.7001,-2.372,-0.769,16.02875,16.46317,15.428303,NGC_2539,1.0
5726738457086324096,122.85633404053,-12.903387164,0.7996,-2.455,-0.278,15.049463,15.370952,14.565002,NGC_2539,1.0
5726738491446068992,122.84113267507,-12.90781873396,0.77,-2.371,-0.642,14.662276,14.94971,14.209062,NGC_2539,1.0
5726738624589042304,122.86052160353,-12.87683409327,0.6864,-2.469,-0.45,15.668344,16.048233,15.125911,NGC_2539,1.0
5726738628885013888,122.85190104148,-12.88554962232,0.7587,-2.422,-0.546,15.369003,15.715961,14.85653,NGC_2539,1.0
5726739041201859712,122.88458748669,-12.85785046733,0.7715,-2.326,-0.61,15.258835,15.596554,14.755554,NGC_2539,1.0
5726739041203649408,122.87351283644,-12.86602444001,0.6778,-2.359,-0.423,17.850304,18.827652,16.907509,NGC_2539,0.84
5726739208711400576,122.92058273757,-12.83492333205,0.6453,-2.485,-0.338,18.069368,18.86782,17.199385,NGC_2539,0.61
5726739350439528832,122.82095635673,-12.87872952971,0.5027,-2.437,-0.209,17.975311,18.752005,17.127806,NGC_2539,0.2
5726739380506949504,122.85356379074,-12.87082102903,0.7233,-2.273,-0.605,17.775082,18.65219,16.844486,NGC_2539,0.89
5727799344072552960,122.07008410062,-11.87651828221,0.6023,-2.265,-0.751,17.691418,18.429321,16.893818,NGC_2539,0.22
5726739453519525120,122.84178217249,-12.8714773879,0.749,-2.212,-0.665,16.460314,16.932117,15.826263,NGC_2539,1.0
5727798038402701184,121.99724949844,-11.88005214332,0.5393,-2.116,-0.164,19.071974,20.366226,18.029175,NGC_2539,0.09
5726739590954646144,122.7966167554,-12.87238405933,0.8178,-2.527,-0.844,19.351465,20.367071,18.351025,NGC_2539,0.25
5726739694033822336,122.8349381451,-12.84821740223,0.8572,-2.414,-0.861,18.361378,19.205093,17.447239,NGC_2539,0.7
5726739694036899584,122.83881859888,-12.84323439373,0.9164,-2.68,-0.973,17.87186,18.731697,16.99356,NGC_2539,0.13
5726739728396644608,122.81461723117,-12.84522967181,0.6804,-2.704,-0.638,18.362242,19.20192,17.461348,NGC_2539,0.52
5726739865832498816,122.86424635304,-12.84701919233,0.8269,-2.296,-0.537,15.911856,16.309456,15.353344,NGC_2539,1.0
5726739934555048832,122.90024353358,-12.83379487674,0.7524,-2.352,-0.494,15.490356,15.847694,14.96854,NGC_2539,1.0
5727798523739919360,122.08450275934,-11.8930466168,0.7568,-2.357,-0.348,17.198061,17.843935,16.455805,NGC_2539,0.87
5726739968914783232,122.90849029242,-12.82467670926,0.9117,-2.434,-0.584,17.476967,18.121597,16.717272,NGC_2539,0.88
5726740003274530688,122.88064607012,-12.83359459061,0.8096,-2.444,-0.428,15.929435,16.329058,15.362584,NGC_2539,1.0
5726740106353747712,122.86820377756,-12.82664446428,0.7302,-2.31,-0.485,15.746729,16.119717,15.203937,NGC_2539,1.0
5726740209432963328,122.86313686027,-12.81958534715,0.6887,-2.546,-0.542,15.812993,16.204376,15.267665,NGC_2539,1.0
5726739517942248704,122.80316151844,-12.87204506823,0.5359,-2.473,-0.71,18.917284,19.89683,17.961899,NGC_2539,0.29
5727492962584289024,122.65001883255,-12.81706952112,0.6998,-2.495,-0.267,11.264153,11.333643,11.130486,NGC_2539,1.0
5727469494879652992,122.50589078763,-12.86126547977,1.2267,-2.042,-0.539,19.80123,20.243992,18.673807,NGC_2539,0.13
5727469529244358272,122.48559845943,-12.86655244558,0.9535,-2.237,-0.522,19.443956,20.685926,18.392767,NGC_2539,0.38
5727490110725971200,122.71270439973,-12.805793027,0.7468,-2.499,-0.877,14.334759,14.61423,13.891626,NGC_2539,1.0
5727490145085719936,122.69098524782,-12.80456189578,0.6499,-2.346,-0.597,17.579407,18.285118,16.796236,NGC_2539,0.96
5727490179445451904,122.69797698369,-12.79654146791,0.7586,-2.438,-0.662,13.3190365,13.497258,13.016298,NGC_2539,1.0
5727490179445453952,122.69215483987,-12.79363875604,0.7492,-2.411,-0.463,12.040582,12.113927,11.904175,NGC_2539,1.0
5727490213801566464,122.78675991087,-12.85827909448,0.7717,-2.267,-0.512,11.975484,12.052844,11.833236,NGC_2539,1.0
5727490248164901632,122.79548432938,-12.84921593925,0.7426,-2.143,-0.42,17.355986,18.084917,16.533016,NGC_2539,0.96
5727490278223922560,122.77331003737,-12.83796714966,0.7985,-2.405,-0.415,17.221977,17.830822,16.479809,NGC_2539,1.0
5727490278226459136,122.77147329345,-12.84796316401,0.7682,-2.302,-0.479,12.670797,12.784208,12.47271,NGC_2539,1.0
5727490282524648832,122.77027967421,-12.84132734927,0.7345,-2.294,-0.598,13.550756,13.745995,13.223373,NGC_2539,1.0
5727490312583660800,122.77333061861,-12.83586244115,0.6946,-2.382,-0.531,15.976115,16.381613,15.410564,NGC_2539,1.0
5727490312586196992,122.78693186231,-12.83634450667,0.6602,-2.251,-0.406,13.18975,13.358402,12.9021225,NGC_2539,1.0
5727490351244114432,122.79647473137,-12.83829874474,0.7767,-2.2,-1.048,18.291857,19.088919,17.374908,NGC_2539,0.37
5727490385603843456,122.81617429293,-12.82745761784,0.8696,-2.255,-0.593,11.805357,11.880813,11.655218,NGC_2539,1.0
5727490419963590144,122.79129417566,-12.82442499665,0.6067,-2.537,-0.582,17.699389,18.40218,16.894714,NGC_2539,0.61
5727490488683081216,122.76052353981,-12.83350616991,0.7647,-2.351,-0.752,10.2591,10.756083,9.602923,NGC_2539,1.0
5727490553101853696,122.7532246806,-12.8262094891,0.7747,-2.216,-0.592,17.027235,17.606174,16.324287,NGC_2539,1.0
5727490591762294784,122.75429574724,-12.81845328134,0.7478,-2.186,-0.398,13.643638,13.855203,13.293307,NGC_2539,1.0
5727490626122023552,122.77442973895,-12.81686839833,0.4823,-2.755,-0.946,19.596628,20.619143,18.536575,NGC_2539,0.09
5727490656181122432,122.7907378911,-12.80541399036,1.0261,-2.171,-0.512,18.361027,19.243881,17.469593,NGC_2539,0.53
5727490660481755776,122.78815145504,-12.80808940999,1.0361,-2.49,-0.414,17.070545,17.593494,16.266806,NGC_2539,0.38
5727490690540210048,122.77552494171,-12.81033937644,0.8583,-1.826,-0.296,11.45413,11.532276,11.30945,NGC_2539,0.39
5727490729201230336,122.78884942123,-12.79886721497,0.4268,-2.866,-0.388,18.850025,20.160135,17.789331,NGC_2539,0.09
5727490729201234176,122.78009832919,-12.80242260453,0.7092,-2.212,-0.528,17.342243,17.999214,16.590963,NGC_2539,1.0
5727490763560962304,122.81830605105,-12.8161404365,0.8544,-2.256,-0.261,15.242406,15.632626,14.652766,NGC_2539,0.8
5727490862342010368,122.82078815438,-12.80191706367,0.7604,-2.318,-0.65,13.187474,13.364006,12.890951,NGC_2539,1.0
5727490106425303552,122.7148335983,-12.80729326419,0.4833,-2.752,-0.619,19.659107,20.664972,18.61903,NGC_2539,0.07
5727490076366241664,122.69926139777,-12.81208380671,0.729,-2.651,-0.6,13.787997,14.029607,13.389894,NGC_2539,1.0
5727490072064921216,122.69661044538,-12.82075997013,0.7284,-1.878,-0.822,14.137698,14.387242,13.736683,NGC_2539,0.97
5727490042006519040,122.66686233421,-12.81638737795,0.8281,-2.25,-0.529,10.892641,11.36743,10.254938,NGC_2539,1.0
5727489556668849280,122.65833920471,-12.84542222028,0.729,-2.318,-0.638,11.840017,11.902078,11.720493,NGC_2539,1.0
5727489560970192768,122.66223208294,-12.84045448211,0.749,-2.186,-0.619,15.280022,15.621078,14.77648,NGC_2539,1.0
5727489595329939200,122.64255902628,-12.84157218826,0.8541,-2.139,-0.691,16.608486,17.109959,15.95326,NGC_2539,1.0
5727489595329939712,122.64352769068,-12.84406704172,0.8074,-2.295,-0.329,14.879286,15.204251,14.380742,NGC_2539,1.0
5727489595329944320,122.64048711503,-12.85076351553,0.7687,-2.378,-0.501,13.979687,14.21545,13.596767,NGC_2539,1.0
5727489664049396864,122.69179385404,-12.85413054164,0.6865,-2.599,-0.561,17.40228,18.077415,16.622719,NGC_2539,0.91
5727489694108392832,122.7067105541,-12.84067171375,0.7557,-2.36,-0.525,11.335566,11.435506,11.165493,NGC_2539,1.0
5727489698406550016,122.69672595922,-12.84708341512,0.7231,-1.798,-0.524,19.808523,20.999523,18.748928,NGC_2539,0.09
5727489698409124352,122.7122657813,-12.84555677216,0.7734,-2.717,-0.881,12.322873,12.459882,12.080903,NGC_2539,0.92
5727489698409437312,122.70351295375,-12.84137934335,0.7141,-2.378,-0.619,11.590334,11.648871,11.480799,NGC_2539,1.0
5727489728469965312,122.67793764269,-12.84796041431,0.7407,-2.439,-0.598,12.425448,12.598276,12.124266,NGC_2539,1.0
5727489732768872448,122.69004913767,-12.84613081379,0.6706,-2.38,-0.617,16.815096,17.345104,16.136406,NGC_2539,0.99
5727490866640172160,122.82822464046,-12.80304272338,0.745,-2.358,-0.46,11.602541,11.663043,11.48709,NGC_2539,1.0
5727489767128606976,122.69526003137,-12.83760538177,0.7585,-2.369,-0.528,13.1886425,13.348191,12.918285,NGC_2539,1.0
5727489801488330240,122.71879388259,-12.8299479837,0.7422,-2.278,-0.64,13.4086075,13.60427,13.086301,NGC_2539,1.0
5727489835848062464,122.72736666781,-12.81910587035,0.7619,-2.458,-0.546,13.910141,14.142496,13.532476,NGC_2539,1.0
5727489870207810304,122.7081324286,-12.8220141342,0.7412,-2.3,-0.529,14.40612,14.732273,13.914111,NGC_2539,1.0
5727489870207814272,122.70392149499,-12.82768332561,0.7445,-2.446,-0.573,15.041259,15.404539,14.496333,NGC_2539,1.0
5727489870207816960,122.70321071713,-12.83310616637,0.7096,-2.369,-0.532,14.570816,14.84818,14.136818,NGC_2539,1.0
5727489938927303168,122.6828149684,-12.83745365472,0.7587,-2.257,-0.576,16.305496,16.863527,15.598526,NGC_2539,1.0
5727489938927305472,122.6746710188,-12.8328322155,0.8468,-2.702,-0.649,14.41659,14.700385,13.955757,NGC_2539,0.95
5727489973287037824,122.68288621803,-12.82003624976,0.8295,-2.344,-0.555,15.882982,16.279955,15.328008,NGC_2539,1.0
5727489973287041664,122.67577040866,-12.8274968837,0.7382,-2.32,-0.555,13.0018,13.15393,12.739322,NGC_2539,1.0
5727489973288656896,122.68743084021,-12.82604274865,0.5231,-2.756,-0.19,18.256046,19.093956,17.344526,NGC_2539,0.27
5727490003346026368,122.65714767589,-12.83156649771,1.0136,-2.324,-0.636,19.027119,20.094759,18.06864,NGC_2539,0.4
5727490042002961152,122.66572242831,-12.8159680405,0.7537,-2.517,-0.601,14.345663,14.577865,13.871535,NGC_2539,1.0
5727489801488329088,122.72344989198,-12.83296012603,0.7757,-2.003,-0.731,15.634591,16.057154,15.051351,NGC_2539,1.0
5727489556668848896,122.66823897792,-12.84490621193,0.7568,-2.409,-0.527,13.12104,13.317055,12.79241,NGC_2539,1.0
5727490900996264192,122.85700012709,-12.7971933556,0.7729,-2.371,-0.618,10.895908,11.000291,10.692191,NGC_2539,1.0
5727491068500497920,122.81535174581,-12.79655422033,0.5635,-1.883,-0.947,20.027088,21.492737,18.944693,NGC_2539,0.07
5727492378468656000,122.78487178701,-12.71767029461,0.8412,-2.627,-0.64,18.073666,19.08793,17.11882,NGC_2539,0.61
5727492378468656256,122.7832123751,-12.71530548266,0.7211,-2.019,-0.603,18.133465,19.055801,17.229288,NGC_2539,0.72
5727492378468658688,122.77970374313,-12.72069990941,0.7444,-2.263,-0.416,14.8622055,15.161663,14.403378,NGC_2539,1.0
5727492447188238080,122.61971392588,-12.85102588697,0.7542,-2.271,-0.65,14.272205,14.528449,13.863458,NGC_2539,1.0
5727492447188240384,122.61831387613,-12.85531670894,0.8441,-2.399,-0.556,17.693619,18.396315,16.87736,NGC_2539,0.99
5727492477246609792,122.5945100812,-12.84234818523,0.8206,-2.409,-0.5,15.016351,15.37116,14.482264,NGC_2539,1.0
5727492477246610688,122.59591287081,-12.84536298643,0.795,-2.328,-0.432,10.646136,11.129436,10.0024185,NGC_2539,1.0
5727492511606902272,122.60611672394,-12.84326540144,1.1709,-1.732,-1.171,19.383453,20.51043,18.327515,NGC_2539,0.06
5727492580325822464,122.64371992191,-12.82684709208,0.7328,-2.246,-0.579,13.249758,13.502193,12.842932,NGC_2539,1.0
5727492580328694656,122.63525197544,-12.82725916298,0.8424,-2.229,-0.358,17.494537,18.158585,16.727715,NGC_2539,0.98
5727492584627175424,122.63706581707,-12.82666729305,0.7917,-2.208,-0.718,14.247177,14.500804,13.841543,NGC_2539,1.0
5727492618986926208,122.61194745967,-12.82467856585,0.7445,-2.288,-0.531,14.649093,14.936872,14.203752,NGC_2539,1.0
5727492653346654976,122.62410906435,-12.81493789643,0.7204,-2.158,-0.538,15.190395,15.501172,14.687197,NGC_2539,1.0
5727492687706415616,122.59155328854,-12.83424768191,0.7449,-2.216,-0.584,13.6749735,13.888876,13.312593,NGC_2539,1.0
5727492786484251136,122.59050390686,-12.81372847018,0.7423,-2.381,-0.474,12.040116,12.167095,11.817176,NGC_2539,1.0
5727492786486406912,122.58188534605,-12.81477436341,1.1949,-1.433,-1.076,19.755268,21.003544,18.639805,NGC_2539,0.07
5727492790785627520,122.58495097533,-12.81434671702,0.7538,-2.282,-0.44,15.600371,15.978152,15.059583,NGC_2539,1.0
5727492825145356928,122.60558713898,-12.81629622853,0.7439,-2.5,-0.433,12.839299,12.996744,12.573919,NGC_2539,1.0
5727492859505082624,122.62400281745,-12.80746951703,0.6429,-2.307,-0.527,17.027517,17.609938,16.33221,NGC_2539,0.96
5727492859505082752,122.61842487775,-12.79925170684,0.5855,-2.634,-0.473,18.31323,19.17952,17.41286,NGC_2539,0.59
5727492859505084032,122.6235019937,-12.81182490008,0.775,-2.356,-0.582,14.7274685,15.0174885,14.275497,NGC_2539,1.0
5727492859505088128,122.61713575575,-12.81239685158,1.2577,-1.874,-0.689,19.226484,20.301804,18.24299,NGC_2539,0.16
5727492893864833536,122.59947746175,-12.80696239835,0.7869,-2.363,-0.546,17.00672,17.5738,16.306969,NGC_2539,1.0
5727492928224564352,122.61185044793,-12.80293148867,0.7583,-2.292,-0.751,14.605737,14.889394,14.1612835,NGC_2539,1.0
5727492962580743680,122.64966247511,-12.81828361441,0.7502,-2.227,-0.566,13.771481,13.972275,13.397046,NGC_2539,1.0
5727492309745545728,122.79557004681,-12.72474867238,0.3618,-2.882,0.164,19.612745,20.379333,18.497826,NGC_2539,0.05
5727492275389448320,122.77945816297,-12.74461507585,0.8244,-2.273,-0.696,18.643883,19.57026,17.717192,NGC_2539,0.76
5727492206669982464,122.7510733509,-12.75166151017,0.774,-2.065,-0.79,15.645676,16.042656,15.051257,NGC_2539,1.0
5727492172310240256,122.7629059229,-12.75135222204,0.7363,-2.184,-0.591,15.101833,15.430919,14.609256,NGC_2539,1.0
5727850505723302656,121.82680859317,-11.76309623679,0.5066,-2.332,-0.477,18.933235,19.702652,18.027912,NGC_2539,0.06
5727491210237543424,122.83725311354,-12.7661747768,0.6436,-2.315,-0.327,18.182291,19.044144,17.301489,NGC_2539,0.58
5727491240304812160,122.81415051711,-12.7720758199,0.7364,-2.442,-0.594,15.2694845,15.624101,14.75058,NGC_2539,1.0
5727491377735609856,122.73271776392,-12.81326095681,0.6732,-2.062,-0.957,17.100649,17.702028,16.351484,NGC_2539,0.74
5727491382036285312,122.73114923052,-12.8114403019,0.6081,-1.874,-0.799,18.35188,19.454723,17.270113,NGC_2539,0.13
5727491450755742592,122.76616556302,-12.79472358693,0.7259,-2.249,-0.556,15.932993,16.338402,15.356071,NGC_2539,1.0
5727491450755748864,122.75347007726,-12.79952796606,0.7527,-2.386,-0.567,14.531764,14.812619,14.091667,NGC_2539,1.0
5727491450756093312,122.76683757429,-12.80146625566,0.7804,-2.308,-0.474,14.302538,14.558868,13.892456,NGC_2539,1.0
5727491480814900480,122.77489227593,-12.78273117319,0.7584,-2.253,-0.59,14.711142,14.999743,14.261249,NGC_2539,1.0
5727491549534399488,122.76040482207,-12.77276636054,1.0903,-2.487,-0.325,18.96669,20.016182,18.014034,NGC_2539,0.24
5727491588194716544,122.71604255004,-12.79343241951,0.7639,-1.961,-0.875,13.00872,13.173704,12.728235,NGC_2539,1.0
5727491588194718336,122.71963084871,-12.80548045009,0.6471,-2.327,-0.465,17.02671,17.570848,16.323402,NGC_2539,0.96
5727490935359634560,122.85632149619,-12.78541504152,0.7408,-2.336,-0.187,16.726362,17.264675,16.079126,NGC_2539,0.94
5727491622554445952,122.73328337685,-12.78633718096,0.7489,-2.288,-0.519,14.500901,14.764921,14.067036,NGC_2539,1.0
5727491691273925888,122.71767384329,-12.77252280141,0.7467,-2.291,-0.666,13.1427,13.30208,12.869156,NGC_2539,1.0
5727491725633655680,122.74029590889,-12.77893829741,0.752,-2.441,-0.465,13.276703,13.512925,12.891275,NGC_2539,1.0
5727491790051833216,122.72535349058,-12.77103265083,0.745,-2.636,-0.618,12.038286,12.114086,11.90189,NGC_2539,1.0
5727491794353134464,122.72468711857,-12.76367169278,0.7015,-2.287,-0.517,16.307985,16.770271,15.706479,NGC_2539,1.0
5727491794353135104,122.73137997779,-12.77462392013,0.8143,-2.221,-0.836,14.968035,15.286748,14.473029,NGC_2539,1.0
5727491858771311232,122.79163233014,-12.77894315866,0.7245,-2.356,-0.49,11.915435,12.013841,11.733265,NGC_2539,1.0
5727491931792072064,122.77000502442,-12.7657864162,0.8181,-2.493,-0.568,16.828337,17.366323,16.166523,NGC_2539,1.0
5727491931792074752,122.76925173334,-12.77570964674,0.7686,-2.09,-0.95,13.113413,13.286472,12.819208,NGC_2539,1.0
5727491961851308160,122.78521641559,-12.75504432829,0.6382,-2.353,-0.704,18.59282,19.497604,17.66436,NGC_2539,0.51
5727491996210260992,122.79607131773,-12.75839366091,0.7852,-2.349,-0.399,12.819988,12.948959,12.599079,NGC_2539,1.0
5727491996210261888,122.802099353,-12.76453296242,0.7586,-2.422,-0.693,13.051265,13.216588,12.771658,NGC_2539,1.0
5727492172310238464,122.76505813466,-12.74919271456,0.7825,-2.243,-0.66,13.634524,13.852123,13.276869,NGC_2539,1.0
5727491686973343744,122.71498601183,-12.77892498055,0.8815,-2.421,-0.649,17.670223,18.373892,16.869741,NGC_2539,0.95
5727489492250735616,122.6284612347,-12.85216235798,0.7398,-2.326,-0.489,15.530742,15.893486,15.00118,NGC_2539,1.0
5727489423531256320,122.64081116687,-12.86351892302,0.7507,-2.216,-0.55,10.891898,11.369887,10.252514,NGC_2539,1.0
5727489423531252864,122.64937427578,-12.86538310455,0.7799,-2.305,-0.511,15.569956,15.996042,14.969492,NGC_2539,1.0
5726784842733635456,124.10575595721,-12.87216127185,0.7138,-2.291,-0.531,10.635257,10.727135,10.460862,NGC_2539,0.97
5727477878658807296,122.19914461667,-12.8642015136,0.7558,-2.344,-0.602,16.622345,17.131054,15.948575,NGC_2539,1.0
5727478153536758528,122.14431383156,-12.88353581273,0.3933,-2.344,-0.519,20.000067,20.880732,18.990618,NGC_2539,0.07
5727478428416486144,122.10531711785,-12.86448910509,0.6929,-2.281,-0.439,17.270504,17.886263,16.51246,NGC_2539,0.91
5727479420546429824,122.35966676239,-12.90775708843,0.7755,-2.005,-0.114,19.7391,20.790365,18.66826,NGC_2539,0.09
5727479454906184192,122.36452723138,-12.90042568236,0.8272,-2.386,-0.995,19.25476,20.692919,18.225023,NGC_2539,0.3
5727480180761741440,122.3903991759,-12.84858507201,0.8067,-2.23,-0.649,15.342477,15.685536,14.833987,NGC_2539,1.0
5727480932375071232,122.33285310045,-12.8462343863,0.6648,-2.428,-0.49,18.249275,19.13805,17.36463,NGC_2539,0.73
5727481482130873856,122.42650423404,-12.84905838423,0.524,-2.041,-0.491,19.017931,20.094843,17.983625,NGC_2539,0.34
5727481585210153472,122.46373391524,-12.82312505444,0.7641,-2.294,-0.358,19.223207,20.379562,18.121183,NGC_2539,0.33
5727481589510981504,122.45541144578,-12.82738298624,0.7544,-2.17,-0.67,15.46118,15.8145,14.940557,NGC_2539,1.0
5727481692590218496,122.41082107551,-12.84249027517,0.7802,-2.561,-0.34,13.278346,13.4593725,12.969495,NGC_2539,1.0
5727481722649085696,122.42042606678,-12.83118170134,0.3911,-1.9,-0.081,19.670404,20.920849,18.541939,NGC_2539,0.06
5727481726949945984,122.42775972292,-12.82646714059,0.7718,-2.275,-0.387,14.5515995,14.832049,14.107423,NGC_2539,1.0
5727482139267049984,122.5155096147,-12.79097296863,0.79,-2.287,-0.538,15.848731,16.239351,15.295435,NGC_2539,1.0
5727482203685551872,122.49866351661,-12.78036685277,0.6624,-2.297,-0.52,18.217913,19.052418,17.316366,NGC_2539,0.74
5727482409843991808,122.4894075152,-12.77604532109,0.6804,-2.865,-0.662,18.899141,19.916828,17.860071,NGC_2539,0.28
5727482414144675072,122.48114324539,-12.76694876973,0.7181,-2.411,-0.717,16.972115,17.556843,16.243582,NGC_2539,1.0
5727482551583670912,122.4016583679,-12.8045260814,0.7562,-2.372,-0.521,18.053076,18.854666,17.204147,NGC_2539,0.95
5727483170058940032,122.43092779637,-12.76873619545,0.7407,-2.352,-0.518,14.855166,15.160127,14.389942,NGC_2539,1.0
5727483788533733248,122.28719095355,-12.82045788674,0.801,-2.29,-0.882,12.455732,12.572222,12.247653,NGC_2539,1.0
5727484269570056064,122.29555432437,-12.79456517203,0.7535,-2.224,-0.575,15.677464,16.058376,15.132662,NGC_2539,1.0
5727485300362211072,122.27376651837,-12.77219269573,0.7941,-2.288,-0.507,12.62071,12.744583,12.403278,NGC_2539,1.0
5727485609599876480,122.22419130985,-12.74272306594,0.5753,-2.616,-0.829,18.465359,19.000055,17.673803,NGC_2539,0.09
5727485815758247680,122.34259183899,-12.77388291279,0.7367,-2.178,-0.719,14.330629,14.592738,13.912644,NGC_2539,1.0
5726722548527431296,123.00549427183,-12.97930266713,0.7587,-2.719,-0.319,13.510445,13.754144,13.11792,NGC_2539,0.97
5727475645275910528,122.10090113672,-12.94816516606,0.7502,-2.336,-0.579,16.072884,16.493261,15.487088,NGC_2539,1.0
5727475056859554432,122.1026548542,-12.96195492146,0.685,-2.521,-0.332,18.321623,19.195631,17.351984,NGC_2539,0.54
5727474751923146624,122.24703493845,-12.88729222431,0.7594,-2.213,-0.553,13.58609,13.780733,13.25985,NGC_2539,1.0
5727469563602541824,122.49559421646,-12.8508235551,0.8064,-2.286,-0.508,18.28892,19.311644,17.3439,NGC_2539,0.92
5727469563602808192,122.50027191017,-12.85340326608,0.8543,-2.335,-0.645,16.941675,17.492067,16.250076,NGC_2539,1.0
5727469731099755008,122.47961222811,-12.85850664939,0.784,-2.23,-0.447,12.262011,12.353664,12.095734,NGC_2539,1.0
5727469765460098560,122.49397921135,-12.84542784923,0.6333,-2.272,-0.604,18.827095,19.748213,17.84377,NGC_2539,0.7
5727469769760971136,122.49199288472,-12.84280150608,0.7572,-2.198,-0.685,13.863813,14.088473,13.492175,NGC_2539,1.0
